1.70	1.70	1.70	1.70	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
1.70	1.70	1.70	1.70	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
1.70	1.70	-0.40	1.70	1.10	1.10	-1.00	1.10	1.10	1.10	-1.00	1.10	1.70	1.70	-0.40	1.70	1.70	1.70	-0.40	1.70	1.70	1.70	-0.40	1.70
1.70	1.70	1.70	1.50	1.10	1.10	1.10	1.00	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.20	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
1.10	1.10	1.10	1.10	0.40	-0.40	0.40	0.40	1.10	0.40	0.40	0.40	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10
1.10	1.10	1.10	1.10	0.30	0.50	0.40	0.50	0.40	0.40	0.40	0.40	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10
1.10	1.10	-1.00	1.10	-0.10	0.40	-1.70	0.40	0.40	0.40	-1.40	0.40	1.10	1.10	-1.00	1.10	1.10	1.10	-1.00	1.10	1.10	1.10	-1.00	1.10
1.10	1.10	1.10	1.10	0.40	0.00	0.40	-0.30	0.40	0.40	0.40	0.40	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10
1.10	1.10	1.10	1.10	0.80	0.40	0.40	0.40	0.40	0.30	-0.10	0.40	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10
1.10	1.10	1.10	1.10	0.40	0.40	0.40	0.40	-0.40	0.50	0.40	0.00	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10
1.10	1.10	-1.00	1.10	0.40	0.40	-2.10	0.40	0.40	0.40	-1.70	0.40	1.10	1.10	-1.00	1.10	1.10	1.10	-1.00	1.10	1.10	1.10	-1.00	1.10
1.10	1.10	1.10	1.10	0.40	0.40	0.40	-0.70	0.40	0.50	0.40	-0.30	1.10	1.10	1.10	1.00	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10
1.70	1.70	1.70	1.70	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
1.70	1.70	1.70	1.70	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
1.70	1.70	-0.40	1.70	1.10	1.10	-1.00	1.10	1.10	1.10	-1.00	1.10	1.70	1.70	-0.40	1.70	1.70	1.70	-0.40	1.70	1.70	1.70	-0.40	1.70
1.70	1.70	1.70	1.80	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.50	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
1.70	1.70	1.70	1.70	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
1.70	1.70	1.70	1.70	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
1.70	1.70	-0.40	1.70	1.10	1.10	-1.00	1.10	1.10	1.10	-1.00	1.10	1.70	1.70	-0.40	1.70	1.70	1.70	-0.40	1.70	1.70	1.70	-0.40	1.70
1.70	1.70	1.70	1.70	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
1.70	1.70	1.70	1.70	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
1.70	1.70	1.70	1.70	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
1.70	1.70	-0.40	1.70	1.10	1.10	-1.00	1.10	1.10	1.10	-1.00	1.10	1.70	1.70	-0.40	1.70	1.70	1.70	-0.40	1.70	1.70	1.70	-0.40	1.70
1.70	1.70	1.70	1.70	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.10	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70	1.70
